timestamp_utc,experiment_id,parent_experiment_id,stage,method,seed,hypothesis,changed_parameters,unchanged_controls,expected_effect,actual_effect,result,next_action,artifact_path
2026-07-28T00:28:58.000Z,fsm_dev_50mm_batch_attempt028,fsm_dev_50mm_smoke_attempt027,FSM_DEVELOPMENT,FSM-only,20260727,"the height-conditioned 50 mm controller retains nonzero strict success across the complete perturbed development split","all 20 development 50 mm scenarios; effective formal offsets all zero; FSM hash 25563d73eb883f7514a2458387b8c99279f3af394a90508ffa021a04d7ee914c","asset; controller; metrics; physics; strict thresholds; manifest","measure a nonzero strict success rate with zero per-leg IK fallback and zero clamp","12/20 strict successes (60%); seven front_right_bot collisions and one FSM phase timeout; all 20 episodes 0/0/0/0 fallback and zero clamp",PASS_BASELINE,"measure the same immutable FSM on all 20 development 75 mm scenarios before freeze",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\development_50mm_batch_attempt028\diagnosis.md
2026-07-28T00:54:57.000Z,fsm_dev_75mm_batch_attempt029,fsm_dev_50mm_batch_attempt028,FSM_DEVELOPMENT,FSM-only,20260727,"linear 50% support-geometry scaling yields a reachable strict-success baseline at the interpolated 75 mm height","all 20 development 75 mm scenarios; effective FR/RL/RR offsets 9.25/5.625/7.5 mm; FSM hash 25563d73eb883f7514a2458387b8c99279f3af394a90508ffa021a04d7ee914c","asset; controller; metrics; physics; strict thresholds; manifest","measure nonzero strict success with zero per-leg IK fallback and zero clamp","0/20 strict success; all 20 front_right_bot collisions; zero IK fallback and zero clamp; no scenario ever entered complete all-wheel-top geometry",FAIL,"grid only the common 100 mm geometry scale over 50/62.5/75/87.5/100% on the first 75 mm development scenario",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\development_75mm_batch_attempt029\diagnosis.md
2026-07-28T01:14:51.000Z,fsm_diag_75mm_geometry_scale_grid_030,fsm_dev_75mm_batch_attempt029,FSM_DEVELOPMENT,FSM-only,20260727,"a common support-geometry scale above 50% reaches complete top support at 75 mm before crossing an IK boundary","50/62.5/75/87.5/100% selected-geometry scale; five Latin replicates; development-h075-0000","asset; scenario; metrics; phase timing; wheel speed; strict thresholds; 20 mm bound","identify a strict-success common scale with zero per-leg IK fallback and zero clamp","0/25 success; 50% was zero-fallback but collided 5/5; every larger scale accumulated 514-589 rear-left-only fallback samples per candidate and still never entered complete all-wheel-top geometry",FAIL,"hold rear-left/rear-right at reachable 50% offsets and vary only front-right from 9.25 to 18.5 mm",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_75mm_post_transfer_geometry_scale_grid_030\diagnosis.md
2026-07-28T01:34:39.000Z,fsm_diag_75mm_front_right_grid_031,fsm_diag_75mm_geometry_scale_grid_030,FSM_DEVELOPMENT,FSM-only,20260727,"increasing only reachable front-right extension after phase 9 begins restores complete-top geometry at 75 mm","FR 9.25/11.5625/13.875/16.1875/18.5 mm; RL/RR fixed 5.625/7.5 mm; five Latin replicates","asset; scenario; metrics; phase timing; wheel speed; strict thresholds","obtain strict success with zero per-leg IK fallback and zero clamp","0/25 success; every candidate retained 0/0/0/0 fallback and zero clamp; higher amplitudes converted four branches to timeouts but no candidate entered complete all-wheel-top geometry",FAIL,"ramp front-right during phase 7 before geometry is lost and grid amplitude against phase-7 start progress",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_75mm_front_right_extension_grid_031\diagnosis.md
2026-07-28T01:57:45.000Z,fsm_diag_75mm_front_right_early_grid_032,fsm_diag_75mm_front_right_grid_031,FSM_DEVELOPMENT,FSM-only,20260727,"ramping reachable front-right support during phase 7 preserves its complete-top footprint through rear transfer","FR 9.25/11.5625/13.875/16.1875/18.5 mm by phase-7 start 0/0.2/0.4/0.6/0.8; rear offsets fixed reachable","asset; scenario; metrics; wheel speeds; strict thresholds","obtain strict success with zero per-leg IK fallback and zero clamp","0/25 success; all candidates 0/0/0/0 fallback and zero clamp; no complete all-wheel-top sample; three high-amplitude late-start cells only converted collision to timeout",FAIL,"hold rear wheels at +0.3 rad/s and sweep only both front wheel speeds during phase-7/8 transfer",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_75mm_front_right_early_activation_grid_032\diagnosis.md
2026-07-28T02:23:22.000Z,fsm_diag_75mm_rear_transfer_front_speed_grid_033,fsm_diag_75mm_front_right_early_grid_032,FSM_DEVELOPMENT,FSM-only,20260727,"reducing only front-wheel speed during rear transfer preserves front geometry while rear wheels still advance","front speeds -0.3/-0.15/0/0.15/0.3 rad/s; rear speeds fixed +0.3; five Latin replicates; formal half-scale geometry","asset; scenario; metrics; phase timing; rear speed; strict thresholds","obtain strict success or a repeated positive complete-top force/dwell trend with zero fallback/clamp","0/25 strict success; front speed 0 gave 5/5 collision-free timeouts, 2,599 eligible samples, best minimum upward force 8.365 N, and maximum strict dwell 0.2833 s; all candidates zero fallback/clamp",DIAGNOSTIC_PASS,"fix zero front speed and vary only reachable phase-9 front-right extension to extend dwell to 1.5 s",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_75mm_rear_transfer_front_speed_grid_033\diagnosis.md
2026-07-28T02:45:21.000Z,fsm_diag_75mm_zero_front_speed_fr_grid_034,fsm_diag_75mm_rear_transfer_front_speed_grid_033,FSM_DEVELOPMENT,FSM-only,20260727,"increasing reachable phase-9 front-right extension preserves the four-wheel force state for the required 1.5 s after zero-front-speed rear transfer","FR 9.25/11.5625/13.875/16.1875/18.5 mm; RL/RR fixed 5.625/7.5 mm; phase-7/8 front/rear speeds 0/+0.3 rad/s; five Latin replicates","asset; scenario; metrics; phase timing; wheel speeds; strict thresholds; 20 mm bound","obtain strict success with zero per-leg IK fallback and zero clamp","0/25 strict success and 25 global timeouts; every candidate entered complete-top geometry with zero fallback/clamp, but maximum strict dwell was 0.05 s and amplitude response was non-monotonic",FAIL,"hold speed split and half-scale geometry; vary only phase-9/10 forward speed from 0 to 0.15 rad/s",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_75mm_zero_front_speed_fr_extension_grid_034\diagnosis.md
2026-07-28T03:08:00.000Z,fsm_diag_75mm_post_transfer_speed_grid_035,fsm_diag_75mm_zero_front_speed_fr_grid_034,FSM_DEVELOPMENT,FSM-only,20260727,"reducing phase-9/10 forward speed prevents capture/resume motion from breaking the late four-wheel force state","post-transfer speeds 0/0.0375/0.075/0.1125/0.15 rad/s; phase-7/8 front/rear speeds 0/+0.3; half-scale geometry; five Latin replicates","asset; scenario; metrics; phase timing; wheel speeds; strict thresholds; fixed 150 s timeout","obtain strict success or a repeated late continuous support trend with zero fallback/clamp","0/25 strict success and 25 global timeouts; all zero fallback/clamp; one 0 rad/s replicate ended while still strictly supported after 0.5667 s and one 0.075 replicate after 0.4 s, both below 1.5 s",DIAGNOSTIC_PASS,"fix post-transfer speed at zero and move only the same support geometry earlier in phase 8/9",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_75mm_post_transfer_forward_speed_grid_035\diagnosis.md
2026-07-28T03:28:06.000Z,fsm_diag_75mm_support_activation_grid_036,fsm_diag_75mm_post_transfer_speed_grid_035,FSM_DEVELOPMENT,FSM-only,20260727,"moving the reachable support geometry earlier shifts the late strict window far enough forward to meet 1.5 s before timeout","common starts phase8/0.5, phase8/0.75, phase9/0, phase9/0.2, phase9/0.4; zero post-transfer speed; five Latin replicates","asset; scenario; metrics; phase timing; IK reachability; strict thresholds; fixed 150 s timeout","obtain strict success with zero per-leg IK fallback and zero clamp","0/25 strict success; phase-8 schedules had 5,444/4,809 IK-invalid samples; reachable phase-9 schedules peaked at 0.3333 s and did not exceed grid 035",FAIL,"stop timing searches and grid bounded high-load radial shortening to redistribute the measured diagonal load",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_75mm_support_activation_zero_post_speed_grid_036\diagnosis.md
2026-07-28T03:49:22.000Z,fsm_diag_75mm_support_unload_grid_037,fsm_diag_75mm_support_activation_grid_036,FSM_DEVELOPMENT,FSM-only,20260727,"bounded high-load diagonal shortening transfers force to the low-load diagonal and extends strict dwell","maximum shortening 0/0.5/1/1.5/2 mm; fixed 0.5 mm/s; phase9/0.4 support; zero post-transfer speed; five Latin replicates","asset; scenario; metrics; measured upward force; IK reachability; strict thresholds; fixed 150 s timeout","obtain strict success or a repeatable monotonic load/dwell trend with zero fallback/clamp","0/25 strict success; all zero fallback/clamp; only front-left/rear-right shortened; max dwell improved from 0.5667 s baseline to 1.35 s at 1 mm and 1.25 s at 2 mm; 2 mm had best mean dwell 0.6667 s",DIAGNOSTIC_PASS,"fix 2 mm bound and vary convergence rate from 0.25 to 1.5 mm/s",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_75mm_support_unload_zero_post_speed_grid_037\diagnosis.md
2026-07-28T04:09:54.000Z,fsm_diag_75mm_support_unload_rate_grid_038,fsm_diag_75mm_support_unload_grid_037,FSM_DEVELOPMENT,FSM-only,20260727,"increasing the 2 mm high-load shortening rate moves the balanced force state early enough for strict success","rates 0.25/0.5/0.75/1/1.5 mm/s; fixed 2 mm maximum; phase9/0.4 support; zero post-transfer speed; five Latin replicates","asset; scenario; metrics; measured upward force; IK reachability; strict thresholds; fixed 150 s timeout","obtain strict success with zero per-leg IK fallback and zero clamp","1/25 strict success at 0.75 mm/s; terminal time 149.833 s, upward forces 7.999/5.954/6.692/7.957 N, trim 2/0/0/2 mm, zero fallback/clamp; remaining 24 timed out",CANDIDATE_PASS,"fix 2 mm/0.75 mm/s load control and sweep post-transfer speed for repeatable combined success",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_75mm_support_unload_rate_zero_post_speed_grid_038\diagnosis.md
2026-07-28T04:29:22.000Z,fsm_diag_75mm_combined_speed_load_grid_039,fsm_diag_75mm_support_unload_rate_grid_038,FSM_DEVELOPMENT,FSM-only,20260727,"moderate post-transfer drive creates complete-top geometry early enough for the selected load controller to hold strict support","post speeds 0/0.0375/0.075/0.1125/0.15 rad/s; fixed 2 mm/0.75 mm/s high-load shortening; phase-7/8 front/rear 0/+0.3; five Latin replicates","asset; scenario; metrics; measured upward force; IK reachability; strict thresholds; fixed 150 s timeout","obtain repeated strict successes with zero fallback/clamp","3/25 strict successes, one each at 0.075/0.1125/0.15 rad/s; all zero fallback/clamp; 0.075 group had highest mean dwell 1.0067 s and four of five at or above 0.833 s",CANDIDATE_PASS,"repeat the exact 0.075 rad/s plus 2 mm/0.75 mm/s candidate in all 25 environments before formal promotion",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_75mm_post_transfer_speed_with_unload_grid_039\diagnosis.md
2026-07-28T04:49:21.000Z,fsm_diag_75mm_selected_repeat_grid_040,fsm_diag_75mm_combined_speed_load_grid_039,FSM_DEVELOPMENT,FSM-only,20260727,"the selected combined 75 mm controller has repeatable nonzero strict success when run identically in 25 environments","exact 25 repeats: rear-transfer front/rear 0/+0.3 rad/s; post-transfer 0.075 rad/s; 2 mm/0.75 mm/s high-load shortening; half-scale geometry","asset; scenario; metrics; measured upward force; IK reachability; strict thresholds; fixed 150 s timeout","measure repeatable strict success with zero fallback/clamp before formal promotion","4/25 strict successes (16%), 21 timeouts; every branch 0/0/0/0 fallback, zero clamp, terminal trim 2/0/0/2 mm; success terminal forces all balanced",CANDIDATE_PASS,"promote only the 75 mm anchor policy, preserving 50/100 mm behavior, then run formal single and 20-scenario evaluators",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\diagnostic_75mm_selected_combined_repeat_grid_040\diagnosis.md
2026-07-28T05:18:10.000Z,fsm_formal_75mm_smoke_attempt041,fsm_diag_75mm_selected_repeat_grid_040,FSM_DEVELOPMENT,FSM-only,20260727,"the promoted height-conditioned policy executes identically through the formal evaluator and can produce strict 75 mm support","one development scenario; formal config hash 1943be80e44e57ff63b479195970e0e02d0bad6f22bc4712337cec51fae243af; 150 s timeout","asset; manifest; metrics; strict thresholds; selected grid-040 75 mm parameters","verify formal provenance and execution before the full development batch","0/1 strict success; TIMEOUT with all four full wheels on top, terminal upward forces 9.894/3.807/4.102/10.722 N, zero fallback/clamp, and terminal trim 2/0/0/2 mm",DIAGNOSTIC_PASS,"run the full 20-scenario formal 75 mm development batch under the identical config hash",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\development_75mm_formal_smoke_attempt041\diagnosis.md
2026-07-28T05:44:21.000Z,fsm_formal_75mm_full_attempt042,fsm_formal_75mm_smoke_attempt041,FSM_DEVELOPMENT,FSM-only,20260727,"the promoted grid-040 policy has nonzero strict success across the 20-scenario 75 mm development split","all 20 development scenarios; formal config hash 1943be80e44e57ff63b479195970e0e02d0bad6f22bc4712337cec51fae243af; 150 s timeout","asset; manifest; metrics; strict thresholds; formal policy; zero residual","establish a measurable formal 75 mm baseline with zero fallback/clamp","7/20 strict successes (35%); 13 TIMEOUT; no collision failures; all 20 zero fallback/clamp and no non-wheel contacts; 19/20 terminal all-full-wheel-top",PASS,"rerun 50 and 100 mm endpoints under the exact current config hash before freezing FSM and metrics",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\development_75mm_formal_full_attempt042\diagnosis.md
2026-07-28T06:19:25.000Z,fsm_current_50mm_attempt043,fsm_formal_75mm_full_attempt042,FSM_DEVELOPMENT,FSM-only,20260727,"explicit 50/75/100 anchors preserve the previously validated 50 mm endpoint behavior under the new formal config hash","all 20 50 mm development scenarios; 0.3/0.3/0.3/0.3 rear speed; zero post speed; zero geometry; zero unload","asset; manifest; metrics; phase schedule; strict thresholds; 150 s timeout","reproduce attempt 028 without any 75 mm policy leakage","12/20 strict successes; seven front_right_bot collisions; one FSM phase timeout; all zero fallback/clamp and zero unload trim",PASS,"run the 100 mm endpoint under the exact same config hash, then freeze FSM/metrics if all hashes and execution artifacts pass audit",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\development_50mm_current_config_attempt043\diagnosis.md
2026-07-28T06:56:40.000Z,fsm_current_100mm_attempt044,fsm_current_50mm_attempt043,FSM_DEVELOPMENT,FSM-only,20260727,"explicit 50/75/100 anchors preserve the previously validated 100 mm endpoint behavior under the new formal config hash","all 20 100 mm development scenarios; 0.3/0.3/0.3/0.3 rear speed; 0.3 post speed; full selected geometry; zero unload","asset; manifest; metrics; phase schedule; strict thresholds; 150 s timeout","reproduce attempt 025 without any 75 mm policy leakage","7/20 strict successes; seven rear_left_bot collisions; six global timeouts; all zero fallback/clamp and zero unload trim",PASS,"freeze FSM and metrics with both selection-time and final administrative hashes, then run PPO smoke preflight",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\fsm\development_100mm_current_config_attempt044\diagnosis.md
2026-07-28T06:57:30.000Z,freeze_fsm_metrics_v1,fsm_current_100mm_attempt044,METHOD_FREEZE,FSM-only,20260727,"same-selection-config nonzero formal success at all three heights is sufficient to freeze FSM and metrics before PPO training","fsm.yaml and metrics.yaml top-level frozen fields false to true; config_freeze.json records selection and final hashes","all controller parameters; all metric thresholds; asset; manifests; development evidence","create immutable auditable hashes without changing selected behavior or success definitions","frozen FSM SHA-256 3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9; frozen metrics SHA-256 6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab; 110 tests pass",PASS,"run method-B seed-11 50 mm PPO smoke and inspect finite observations/actions/checkpoint output before full curriculum",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\configs\config_freeze.json
2026-07-28T07:04:05.000Z,ppo_B_seed11_50mm_smoke_attempt045,freeze_fsm_metrics_v1,PPO_NO_COM_SMOKE,B,11,"the local skrl PPO implementation accepts the recorded common configuration and completes finite environment preflight","16 environments; 50 mm; nominal randomization; smoke-only; legacy lambda and predicted-value clipping keys","frozen FSM/metrics; network; reward; residual bounds; seed; asset","construct PPO and execute finite zero-residual preflight before optimization","FAILED before PPO initialization: skrl 2.0.0 PPO_CFG rejected legacy key lambda; no checkpoint and zero training timesteps",FAIL,"map unchanged lambda value to gae_lambda, remove unsupported redundant clip flag, validate keys, and retry as attempt046",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt045\diagnosis.md
2026-07-28T07:06:43.000Z,ppo_B_seed11_50mm_smoke_attempt046,ppo_B_seed11_50mm_smoke_attempt045,PPO_NO_COM_SMOKE,B,11,"the skrl-compatible PPO configuration constructs Actor/Critic and completes finite real-environment preflight","16 environments; 50 mm; nominal randomization; smoke-only; gae_lambda compatibility","frozen FSM/metrics; network; reward; residual bounds; seed; asset","verify observation/state/contact finite values and exact zero-residual behavior before optimization","SMOKE_PASS; actor 16x96; critic 16x146; finite contact force; exact zero residual; zero optimization timesteps",PASS,"run the registered 64-environment 300-iteration method-B seed-11 50 mm training stage",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt046\diagnosis.md
2026-07-28T07:08:29.000Z,ppo_B_seed11_50mm_attempt001,ppo_B_seed11_50mm_smoke_attempt046,PPO_NO_COM_DEVELOPMENT,B,11,"the asymmetric Actor/Critic interface completes the first real training rollout","64 environments; 50 mm; 300 iterations; 64 rollout; nominal randomization","frozen FSM/metrics; network sizes; rewards; residual bounds; PPO hyperparameters","begin optimization and produce periodic checkpoints without shape or finite-value faults","FAILED at first agent.act before any transition: Actor consumed 146-D privileged state instead of 96-D observation; no checkpoint",FAIL,"make Actor consume observations only, add agent.act smoke preflight and privileged-input regression, then retry smoke before training attempt002",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B_seed-11_stage-50mm_attempt001\diagnosis.md
2026-07-28T07:12:04.000Z,ppo_B_seed11_50mm_smoke_attempt047,ppo_B_seed11_50mm_attempt001,PPO_NO_COM_SMOKE,B,11,"the expanded Actor/Critic action preflight follows the same initialization path as Trainer","16 environments; 50 mm; smoke-only; direct agent.act before Trainer construction","frozen FSM/metrics; corrected Actor input; network; reward; seed","catch Actor/Critic shape or finite faults before optimization","FAILED before transition: Gaussian clip bounds were unset because agent.init had not run; no checkpoint",FAIL,"construct SequentialTrainer before preflight and verify both finite Actor action and Critic value in smoke attempt048",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt047\diagnosis.md
2026-07-28T07:18:06.781Z,ppo_B_seed11_50mm_smoke_attempt048,ppo_B_seed11_50mm_smoke_attempt047,PPO_NO_COM_SMOKE,B,11,"the post-Trainer Actor/Critic preflight handles IsaacLab's declared action space and emits a finite bounded residual action","16 environments; 50 mm; smoke-only; unbounded Isaac action Box supplied to Gaussian policy","frozen FSM/metrics; corrected Actor input; initialized agent; reward; seed","verify the complete initialized Actor/Critic action path before optimization","FAILED before transition: unbounded environment Box produced None Gaussian clip bounds; no checkpoint",FAIL,"give the policy the environment's true normalized residual bounds and retry as smoke attempt049",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt048\diagnosis.md
2026-07-28T07:19:31.699Z,ppo_B_seed11_50mm_smoke_attempt049,ppo_B_seed11_50mm_smoke_attempt048,PPO_NO_COM_SMOKE,B,11,"the normalized policy bounds complete the initialized Actor/Critic integration path with finite real-environment data","16 environments; 50 mm; nominal randomization; smoke-only; no optimization","frozen FSM/metrics; policy bounds; network; reward; residual scales; seed; asset","verify finite Actor action and Critic value plus exact zero-residual equivalence before training","SMOKE_PASS; actor 16x96; critic 16x146; policy 16x12 max_abs 0.423576; finite value/contact; exact zero residual",PASS,"launch registered 64-environment 300-iteration Method-B seed-11 50 mm training attempt002",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt049\diagnosis.md
2026-07-28T07:36:27.649Z,ppo_B_seed11_50mm_attempt002,ppo_B_seed11_50mm_smoke_attempt049,PPO_NO_COM_DEVELOPMENT,B,11,"the corrected initialized PPO path trains through asynchronous episode resets and periodic checkpoints","64 environments; 50 mm; 300 iterations; 64 rollout; nominal randomization","frozen FSM/metrics; network; rewards; residual bounds; PPO hyperparameters; seed","complete 19200 timesteps with finite optimization and recoverable checkpoints","FAILED after finite agent_6400.pt: first two-environment partial reset mixed a 2-row target with all 64 wheel radii; about 45 post-checkpoint steps discarded",FAIL,"index wheel radius by env_ids, force a two-environment reset in smoke attempt050, then resume the remaining 12800 timesteps from the hashed checkpoint",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B_seed-11_stage-50mm_attempt002\diagnosis.md
2026-07-28T07:38:24.105Z,ppo_B_seed11_50mm_smoke_attempt050,ppo_B_seed11_50mm_attempt002,PPO_NO_COM_SMOKE,B,11,"subsetting per-environment wheel radius makes asynchronous partial reset safe","16 environments; 50 mm; nominal randomization; smoke-only; forced env IDs 0 and 15 reset","frozen FSM/metrics; corrected reset; Actor/Critic; reward; residual bounds; seed","complete a real two-environment reset with finite root poses before recovery training","SMOKE_PASS; partial_reset_env_count 2; finite root poses; all prior preflight checks still pass",PASS,"resume from hashed agent_6400.pt for exactly 12800 additional timesteps with an explicit 6400-step offset",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B_seed-11_stage-50mm_smoke_attempt050\diagnosis.md
2026-07-28T08:07:31.088Z,ppo_B_seed11_50mm_attempt003,ppo_B_seed11_50mm_smoke_attempt050,PPO_NO_COM_DEVELOPMENT,B,11,"the exact finite 6400-step checkpoint can complete the remaining registered budget after the partial-reset fix","64 environments; 50 mm; 200 recovery iterations; 64 rollout; nominal randomization; resume offset 6400","frozen FSM/metrics; network; rewards; residual bounds; PPO hyperparameters; seed; exact checkpoint hash","complete cumulative 19200 timesteps and 1228800 transitions with finite final parameters","COMPLETED; 12800 local plus 6400 durable prior timesteps; 77 finite final tensors; final checkpoint SHA256 0a72d1ae9da70d53d138a00eb440e917a94c2ce9946f0f4a55ef8ab0cb8a467d",PASS,"run the frozen deterministic mean policy on all 20 registered 50 mm development scenarios; require at least 80% success to promote",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B_seed-11_stage-50mm_attempt003\diagnosis.md
2026-07-28T08:10:01.283Z,ppo_B_seed11_50mm_development_gate_attempt001,ppo_B_seed11_50mm_attempt003,PPO_NO_COM_DEVELOPMENT_GATE,B,11,"the evaluator restores the full checkpoint and runs deterministic mean actions with the installed skrl API","20 registered 50 mm development scenarios; final checkpoint; no episode began","frozen FSM/metrics; manifest; checkpoint hash; scenario definitions; deterministic action rule","produce an unbiased 20-episode curriculum promotion result","FAILED before episode: removed set_running_mode API and omitted value preprocessor during restore",FAIL,"use enable_training_mode false, restore the value preprocessor, run a one-scenario integration smoke, then retry the full gate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B_seed-11_stage-50mm_development_gate_attempt001\diagnosis.md
2026-07-28T08:12:21.555Z,ppo_B_seed11_50mm_development_gate_smoke_attempt002,ppo_B_seed11_50mm_development_gate_attempt001,PPO_NO_COM_DEVELOPMENT_GATE_SMOKE,B,11,"the corrected evaluator restores every checkpoint module and executes deterministic mean actions","one development scenario; diagnostic limit 1; intentionally truncated 5 s; 298 control steps","frozen FSM/metrics; development manifest; checkpoint hash; deterministic action rule","verify checkpoint restore and telemetry before the full gate","execution passed; hashed episodes/status/telemetry; deliberate 5 s timeout yielded 0/1 and is excluded from performance",PASS,"run all 20 registered scenarios with the unchanged 150 s limit as development-gate attempt003",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B_seed-11_stage-50mm_development_gate_smoke_attempt002\diagnosis.md
2026-07-28T08:57:32.233Z,ppo_B_seed11_50mm_development_gate_attempt003,ppo_B_seed11_50mm_development_gate_smoke_attempt002,PPO_NO_COM_DEVELOPMENT_GATE,B,11,"the trained deterministic policy satisfies at least 16 of 20 registered 50 mm development scenarios","20 scenarios; 150 s; full checkpoint; deterministic mean action","frozen FSM/metrics; manifest; checkpoint hash; success rule; paired initialization","promote to 75 mm only if success is at least 80% without safety violations","0/20; 19 body/link collisions (16 front_right_bot and 3 rear_right_bot) plus 1 timeout; zero saturation and zero baseline IK fallback",FAIL,"revise the common reward scale so occupancy terms integrate in seconds and terminal collision/success dominate; record all weights; retrain Method-B v2 from scratch",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\development\method-B_seed-11_stage-50mm_development_gate_attempt003\diagnosis.md
2026-07-28T09:01:00.856Z,ppo_common_reward_v2,ppo_B_seed11_50mm_development_gate_attempt003,PPO_METHOD_DEVELOPMENT,B/C,11,"per-step occupancy rewards overwhelmed terminal safety and task completion in reward v1","common reward weights and time integration only; no FSM or metric change","B/C architecture; observations; actions; PPO hyperparameters; curriculum; randomization; budgets; seeds; actuator limits; frozen success definition","make a late link collision decisively worse than accumulating safe contact time while preserving a positive completion objective","registered reward-v2-safety-terminal-scale; occupancy terms integrate in seconds; success/collision +200/-200; full action-chain telemetry; 117 tests pass",PASS,"run Method-B v2 seed-11 50 mm smoke, then retrain the full registered budget from scratch",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\configs\ppo_common.yaml
2026-07-28T09:02:21.022Z,ppo_B_v2_seed11_50mm_smoke_attempt001,ppo_common_reward_v2,PPO_NO_COM_SMOKE,B,11,"reward-v2 configuration and expanded action-chain buffers preserve the validated environment and agent interfaces","16 environments; 50 mm; nominal; smoke-only; no optimization","frozen FSM/metrics; reward-v2 config; architecture; PPO hyperparameters; action bounds; seed; asset","verify finite initialized Actor/Critic, exact zero residual, partial reset, and effective reward provenance","SMOKE_PASS; all checks pass; ppo_common SHA256 034019e479cbe64fd5b1b8d5207a55920a72cadb094f394dcbbffcdd9e5d127e",PASS,"train Method-B reward-v2 seed-11 50 mm for 19200 timesteps from random initialization",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v2_seed-11_stage-50mm_smoke_attempt001\diagnosis.md
2026-07-28T09:44:01.000Z,ppo_B_v2_seed11_50mm_attempt001,ppo_B_v2_seed11_50mm_smoke_attempt001,PPO_NO_COM_DEVELOPMENT,B,11,"reward-v2 terminal-scale safety and time-integrated occupancy rewards support finite full-budget optimization from scratch","64 environments; 50 mm; 300 iterations; 64 rollout; 5 epochs; 8 mini-batches; nominal randomization","frozen FSM/metrics; reward-v2 weights; network; observations; residual bounds; PPO hyperparameters; seed; asset","complete exactly 19200 timesteps and 1228800 transitions with finite recoverable parameters","COMPLETED; exact budget; 77 finite final tensors; final checkpoint SHA256 c02026df0f913c6761e1354f6026928421896d5e570dd1e1c848ce13852d8706; all 300 final scalar updates finite",PASS,"run a one-scenario 5 s deterministic evaluator telemetry smoke, then the unchanged 20-scenario 150 s development gate",C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v2_seed-11_stage-50mm_attempt001\diagnosis.md
